appendix_pilot,instance_id,benchmark,language,file_count_bucket,harness,cond,arm,seed,model,status_taxonomy,legit,resolved,f2p_pass,f2p_total,p2p_pass,p2p_total,cost_usd,total_cost_usd,turns,tokens_total,patch_bytes,modified_files,wall_clock_secs,n_surfaced,first_gold_rank,acc@1,acc@3,acc@5,acc@10,recall@1,recall@3,recall@5,recall@10,n_gold,edit_precision,edit_recall,loc_metric
1,instance_gravitational__teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,aider,l1,Aider,0,kimi,unresolved,1,0,0,2,13,13,0.03500667,0.035007,2,20809,704,1,102.73,2,2,0,1,1,1,0.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,instance_gravitational__teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,aider,l1,Aider,0,opus,unresolved,1,0,0,2,13,13,0.2451275,0.245127,4,6185,840,1,79.42,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,supercoder,on,SC-ON,0,opus,resolved,1,1,2,2,46,46,1.1387007500000002,1.138701,40,11836,5312,1,294.43,5,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,opencode,l1,OpenCode,0,kimi,resolved,1,1,2,2,46,46,0.141492,0.141492,20,61455,3511,2,492.95,34,2,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,opencode,l1,OpenCode,0,opus,resolved,1,1,2,2,46,46,0.7684042500000001,0.768404,30,10131,1710,1,245.17,4,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,aider,l1,Aider,0,kimi,resolved,1,1,2,2,46,46,0.03639805,0.036398,2,26013,1282,1,144.84,2,2,0,1,1,1,0.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,aider,l1,Aider,0,opus,resolved,1,1,2,2,46,46,0.2501875,0.250188,2,603,1293,1,95.93,2,2,0,1,1,1,0.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,1,83,83,0.16726698,0.167267,22,56760,1564,1,316.98,27,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,supercoder,on,SC-ON,0,opus,unresolved,1,0,0,1,83,83,0.2281105,0.22811,9,3178,1591,1,76.48,9,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,supercoder,off,SC-OFF,0,opus,unresolved,1,0,0,1,83,83,0.24985700000000002,0.249857,9,4235,1591,1,134.86,8,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,opencode,l1,OpenCode,0,kimi,unresolved,1,0,0,1,83,83,0.2602332500000001,0.260233,37,88978,1450,1,417.55,16,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,opencode,l1,OpenCode,0,opus,unresolved,1,0,0,1,83,83,0.69283275,0.692833,23,13838,1591,1,250.12,12,1,1,1,1,1,0.5,0.5,1.0,1.0,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,aider,l1,Aider,0,kimi,unresolved,1,0,0,1,83,83,0.06225176,0.062252,4,37132,1564,1,150.97,1,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,aider,l1,Aider,0,opus,unresolved,1,0,0,1,83,83,0.36159074999999996,0.361591,4,2072,1591,1,137.4,1,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,supercoder,on,SC-ON,0,opus,resolved,1,1,4,4,0,0,1.12095525,1.120955,40,14042,9424,4,219.77,23,6,0,0,0,1,0.0,0.0,0.0,0.8,5,0.75,0.6,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,supercoder,off,SC-OFF,0,opus,resolved,1,1,4,4,0,0,1.0142517500000001,1.014252,40,10818,7569,3,258.87,40,6,0,0,0,1,0.0,0.0,0.0,0.8,5,1.0,0.6,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,opencode,l1,OpenCode,0,kimi,unsolved_timeout,1,0,0,4,0,0,0.5650454499999998,8.331825,36,281735,0,0,1800.89,85,36,0,0,0,0,0.0,0.0,0.0,0.0,5,,0.0,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,opencode,l1,OpenCode,0,opus,unresolved,1,0,2,4,0,0,2.53399375,2.533994,70,28938,12406,4,521.71,63,1,1,1,1,1,0.2,0.4,0.8,0.8,5,0.75,0.6,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,aider,l1,Aider,0,kimi,unresolved,1,0,0,4,0,0,0.01507704,0.015077,1,11362,0,0,1519.52,5,2,0,1,1,1,0.0,0.4,0.6,0.6,5,,0.0,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,aider,l1,Aider,0,opus,unresolved,1,0,0,4,0,0,0.2895875,0.289587,2,4235,0,0,73.45,4,2,0,1,1,1,0.0,0.4,0.6,0.6,5,,0.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,1,0,0,0.5446290399999999,0.666232,38,194137,1823,2,982.0,26,3,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,0,0,0.15248589999999998,0.161002,22,67669,2078,3,250.32,43,23,0,0,0,0,0.0,0.0,0.0,0.0,1,0.3333,1.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,supercoder,on,SC-ON,0,opus,resolved,1,1,1,1,0,0,0.4057437499999999,0.405744,18,4008,1546,2,238.55,22,2,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,supercoder,off,SC-OFF,0,opus,resolved,1,1,1,1,0,0,0.45784725,0.457847,22,4719,1561,2,273.47,16,3,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,opencode,l1,OpenCode,0,kimi,unresolved,1,0,0,1,0,0,0.16755881999999997,0.167559,22,63304,547,1,283.09,125,11,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,opencode,l1,OpenCode,0,opus,resolved,1,1,1,1,0,0,0.64887825,0.648878,25,9746,1833,2,260.43,19,6,0,0,0,1,0.0,0.0,0.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,aider,l1,Aider,0,kimi,unresolved,1,0,0,1,0,0,0.02169521,0.021695,1,13170,0,0,1736.66,4,2,0,1,1,1,0.0,1.0,1.0,1.0,1,,0.0,surfaced_v2
1,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,pro,go,1,aider,l1,Aider,0,opus,unresolved,1,0,0,1,0,0,0.22914875,0.229149,4,2221,1300,1,41.01,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,google__gson-2167,polybench,java,2,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,31,0,0,0.12471988,0.12472,18,51666,4070,2,132.91,22,4,0,0,1,1,0.0,0.0,0.5,1.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,0,31,0,0,0.16087478,0.160875,22,55147,3897,2,238.0,17,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,supercoder,on,SC-ON,0,opus,unresolved,1,0,0,31,0,0,0.45267275,0.452673,22,6163,4650,2,159.92,30,21,0,0,0,0,0.0,0.0,0.0,0.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,supercoder,off,SC-OFF,0,opus,unresolved,1,0,0,31,0,0,0.3711455000000001,0.371146,18,5514,5436,2,111.19,7,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,opencode,l1,OpenCode,0,kimi,unresolved,1,0,0,31,0,0,0.12747238,0.127472,19,60112,2899,2,122.27,12,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,opencode,l1,OpenCode,0,opus,unresolved,1,0,0,31,0,0,0.7808479999999999,0.780848,26,10583,5542,2,267.57,31,21,0,0,0,0,0.0,0.0,0.0,0.0,2,0.5,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,aider,l1,Aider,0,kimi,unresolved,1,0,0,31,0,0,0.03195953,0.03196,2,19815,2011,1,110.94,2,2,0,1,1,1,0.0,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,google__gson-2167,polybench,java,2,aider,l1,Aider,0,opus,unresolved,1,0,0,31,0,0,0.30287825000000007,0.302878,4,3108,3013,1,51.45,2,1,1,1,1,1,0.5,1.0,1.0,1.0,2,1.0,0.5,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,103,103,0.39638383000000005,0.396384,35,182601,1046,1,241.03,59,9,0,0,0,1,0.0,0.0,0.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,supercoder,on,SC-ON,0,opus,resolved,1,1,1,1,103,103,0.5787487499999999,0.578749,18,5622,2595,1,133.91,22,7,0,0,0,1,0.0,0.0,0.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,supercoder,off,SC-OFF,0,opus,resolved,1,1,1,1,103,103,0.9161655,0.916165,37,10710,3969,2,198.03,26,9,0,0,0,1,0.0,0.0,0.0,1.0,1,0.5,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,opencode,l1,OpenCode,0,kimi,resolved,1,1,1,1,103,103,0.51723515,0.517235,35,157738,3126,1,466.82,74,11,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,opencode,l1,OpenCode,0,opus,resolved,1,1,1,1,103,103,0.5096095,0.50961,17,7296,2595,1,153.37,59,6,0,0,0,1,0.0,0.0,0.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,aider,l1,Aider,0,kimi,resolved,1,1,1,1,103,103,0.04644430000000001,0.046444,4,20771,1133,1,275.13,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,aider,l1,Aider,0,opus,resolved,1,1,1,1,103,103,0.264404,0.264404,4,2356,2508,1,75.27,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,41,1,1,0.7485589899999999,0.748559,73,314822,3787,2,941.73,68,1,1,1,1,1,0.5,0.5,0.5,1.0,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,supercoder,off,SC-OFF,0,kimi,resolved,1,1,41,41,1,1,0.22062279000000004,0.220623,33,85886,5253,2,443.6,55,1,1,1,1,1,0.5,0.5,0.5,0.5,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,supercoder,on,SC-ON,0,opus,resolved,1,1,41,41,1,1,0.5583467500000001,0.558347,16,10765,7048,3,185.41,33,1,1,1,1,1,0.5,0.5,0.5,0.5,2,0.6667,1.0,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,supercoder,off,SC-OFF,0,opus,resolved,1,1,41,41,1,1,0.6002230000000001,0.600223,20,10124,6212,2,225.41,21,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,opencode,l1,OpenCode,0,kimi,unresolved,1,0,0,41,1,1,0.27481271,0.274813,24,110267,1711,1,1033.02,57,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,opencode,l1,OpenCode,0,opus,resolved,1,1,41,41,1,1,0.49871499999999996,0.498715,15,8255,6263,2,127.22,39,1,1,1,1,1,0.5,0.5,0.5,1.0,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,aider,l1,Aider,0,kimi,unresolved,1,0,0,41,1,1,0.4432868,0.443287,46,184895,0,0,1064.15,2,2,0,1,1,1,0.0,0.5,0.5,0.5,2,,0.0,surfaced_v2
1,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,2,aider,l1,Aider,0,opus,unresolved,1,0,0,41,1,1,41.30483125,41.304831,71,161334,0,0,42.04,2,2,0,1,1,1,0.0,0.5,0.5,0.5,2,,0.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,1,0,0,1.0077576100000005,1.22573,67,353562,5875,2,944.11,62,3,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,supercoder,off,SC-OFF,0,kimi,unsolved_timeout,1,0,0,1,0,0,1.3745018499999997,1.390295,71,392771,4302,3,1741.42,118,26,0,0,0,0,0.0,0.0,0.0,0.0,1,0.3333,1.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,supercoder,on,SC-ON,0,opus,unresolved,1,0,0,1,0,0,0.9418232499999999,0.941823,24,8891,5506,2,260.91,33,3,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,supercoder,off,SC-OFF,0,opus,unresolved,1,0,0,1,0,0,1.294191,1.294191,39,12315,7035,2,340.22,54,32,0,0,0,0,0.0,0.0,0.0,0.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,opencode,l1,OpenCode,0,kimi,unsolved_timeout,1,0,0,1,0,0,0.60439661,2.613688,37,317330,0,0,1800.72,71,8,0,0,0,1,0.0,0.0,0.0,1.0,1,,0.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,opencode,l1,OpenCode,0,opus,unresolved,1,0,0,1,0,0,1.5234234999999996,1.523423,36,19734,7578,2,436.74,39,2,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,aider,l1,Aider,0,kimi,unresolved,1,0,0,1,0,0,0.035917370000000004,0.035917,3,29575,0,0,36.3,8,,0,0,0,0,0.0,0.0,0.0,0.0,1,,0.0,surfaced_v2
1,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,pro,go,1,aider,l1,Aider,0,opus,unresolved,1,0,0,1,0,0,0.33897075,0.338971,4,3710,2151,1,91.36,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,supercoder,off,SC-OFF,0,kimi,resolved,1,1,11,11,0,0,0.38595479999999993,0.385955,34,179852,24979,8,177.56,50,19,0,0,0,0,0.0,0.0,0.0,0.0,8,0.75,0.75,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,supercoder,on,SC-ON,0,opus,resolved,1,1,11,11,0,0,1.3626682500000002,1.362668,40,15034,26782,9,365.43,51,1,1,1,1,1,0.125,0.125,0.125,0.125,8,0.6667,0.75,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,supercoder,off,SC-OFF,0,opus,resolved,1,1,11,11,0,0,1.117426,1.117426,40,12204,25409,8,336.28,40,1,1,1,1,1,0.125,0.125,0.125,0.125,8,0.75,0.75,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,opencode,l1,OpenCode,0,kimi,resolved,1,1,11,11,0,0,0.9822229200000002,0.982223,60,298081,39125,10,529.15,53,1,1,1,1,1,0.125,0.125,0.125,0.125,8,0.6,0.75,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,opencode,l1,OpenCode,0,opus,resolved,1,1,11,11,0,0,1.84817475,1.848175,49,22720,28828,8,396.53,28,1,1,1,1,1,0.125,0.375,0.375,0.375,8,0.75,0.75,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,aider,l1,Aider,0,kimi,unresolved,1,0,0,11,0,0,0.027969200000000003,0.027969,3,11761,3168,1,57.98,1,1,1,1,1,1,0.125,0.125,0.125,0.125,8,1.0,0.125,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,aider,l1,Aider,0,opus,unresolved,1,0,0,11,0,0,0.41514999999999996,0.41515,2,6657,0,0,75.01,7,2,0,1,1,1,0.0,0.25,0.5,0.75,8,,0.0,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,2,0,0,0.77542405,1.380328,54,280316,9860,2,502.06,259,1,1,1,1,1,0.5,0.5,0.5,0.5,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,0,2,0,0,0.70632548,0.706325,62,335355,11143,4,637.57,199,81,0,0,0,0,0.0,0.0,0.0,0.0,2,0.5,1.0,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,supercoder,on,SC-ON,0,opus,unresolved,1,0,0,2,0,0,0.94337075,0.943371,27,12658,10892,2,404.95,39,2,0,1,1,1,0.0,0.5,0.5,0.5,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,supercoder,off,SC-OFF,0,opus,unresolved,1,0,0,2,0,0,1.7164017500000004,1.716402,68,21146,11388,2,518.72,47,21,0,0,0,0,0.0,0.0,0.0,0.0,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,opencode,l1,OpenCode,0,kimi,unsolved_timeout,1,0,0,2,0,0,0.3962516099999999,0.894037,31,159087,229,1,1800.91,228,1,1,1,1,1,0.5,0.5,0.5,0.5,2,0.0,0.0,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,opencode,l1,OpenCode,0,opus,unresolved,1,0,0,2,0,0,0.9714257500000001,0.971426,29,16594,10884,2,431.04,18,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,aider,l1,Aider,0,kimi,unresolved,1,0,0,2,0,0,0.01829411,0.018294,1,11940,229,1,1748.0,3,2,0,1,1,1,0.0,0.5,0.5,0.5,2,0.0,0.0,surfaced_v2
1,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,pro,python,2,aider,l1,Aider,0,opus,unresolved,1,0,0,2,0,0,0.3814075,0.381408,4,5382,7754,2,75.46,2,1,1,1,1,1,0.5,0.5,0.5,0.5,2,0.5,0.5,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,1,2,0,1,0.18415623000000003,0.184156,23,77943,2708,2,405.63,76,44,0,0,0,0,0.0,0.0,0.0,0.0,1,0.5,1.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,supercoder,on,SC-ON,0,opus,resolved,1,1,2,2,1,1,1.0830107500000001,1.083011,30,10418,8108,2,324.37,26,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,supercoder,off,SC-OFF,0,opus,unresolved,1,0,1,2,0,1,1.2137322499999996,1.213732,41,13456,10498,2,376.31,36,22,0,0,0,0,0.0,0.0,0.0,0.0,1,0.5,1.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,opencode,l1,OpenCode,0,kimi,unresolved,1,0,1,2,0,1,0.75808746,0.758087,55,405998,1835,2,1424.52,50,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,opencode,l1,OpenCode,0,opus,unresolved,1,0,1,2,0,1,0.56075625,0.560756,16,8001,2816,2,146.52,15,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,aider,l1,Aider,0,kimi,unresolved,1,0,0,2,1,1,0.03703483,0.037035,2,24279,0,0,139.21,2,,0,0,0,0,0.0,0.0,0.0,0.0,1,,0.0,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,aider,l1,Aider,0,opus,unresolved,1,0,0,2,1,1,0.107575,0.107575,1,169,0,0,103.59,2,,0,0,0,0,0.0,0.0,0.0,0.0,1,,0.0,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,opencode,l1,OpenCode,0,kimi,unresolved,1,0,0,1,0,0,1.4352814200000001,2.174485,89,386585,8977,3,1718.2,68,7,0,0,0,1,0.0,0.0,0.0,0.5,2,0.3333,0.5,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,opencode,l1,OpenCode,0,opus,unresolved,1,0,0,1,0,0,2.309480000000001,4.810478,58,22909,5114,2,443.68,40,1,1,1,1,1,0.5,0.5,1.0,1.0,2,0.5,0.5,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,aider,l1,Aider,0,kimi,unresolved,1,0,0,1,0,0,0.01488229,0.097833,1,11706,0,0,1619.44,4,2,0,1,1,1,0.0,0.5,1.0,1.0,2,,0.0,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,aider,l1,Aider,0,opus,unresolved,1,0,0,1,0,0,1.1585020000000001,1.870026,5,3016,1757,2,61.43,4,2,0,1,1,1,0.0,1.0,1.0,1.0,2,0.5,0.5,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,supercoder,on,SC-ON,0,opus,unresolved,1,0,0,1,0,0,3.2477462499999987,6.588154,64,23185,4324,1,480.16,49,24,0,0,0,0,0.0,0.0,0.0,0.0,2,1.0,0.5,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,supercoder,off,SC-OFF,0,opus,unresolved,1,0,0,1,0,0,0.839557,3.098281,37,10209,4188,3,319.83,34,8,0,0,0,1,0.0,0.0,0.0,1.0,2,0.3333,0.5,surfaced_v2
1,huggingface__transformers-16198,polybench,python,1,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,1,103,103,0.6056288200000002,0.971074,53,228383,1171,1,619.0,56,4,0,0,1,1,0.0,0.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-28115,polybench,python,2,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,0,1,83,83,0.13012933999999998,0.819961,36,63685,1566,1,241.04,16,2,0,1,1,1,0.0,0.5,1.0,1.0,2,1.0,0.5,surfaced_v2
